appid,name,refined_tier,refined_reason,primary_terms,support_terms,broad_terms,primary_term_count,support_term_count,hit_tracked_term_count,possible_tagspam,total_ratings_pos_neg,positive_ratio,steamspy_owners,steamspy_genre,steamspy_top_tags,steamspy_top_tags_with_scores,want_details,candidate_reason,bucket,matched_terms,relevance_score,reaction_rank,steamspy_positive,steamspy_negative,steamspy_owners_midpoint,steamspy_tags,steamspy_hit_terms,steam_catalog_name,steamspy_name,last_modified,price_change_number,steam_catalog_source,steam_catalog_fetched_at,steamspy_developer,steamspy_publisher,steamspy_userscore,steamspy_score_rank,steamspy_average_forever,steamspy_median_forever,steamspy_price,steamspy_initialprice,steamspy_discount,steamspy_ccu,steamspy_languages,steamspy_hit_types,is_term_match,forced_include,candidate_by_term_and_reactions,candidate_by_popular_fallback,broad_term_count
496730,Sorcerer King: Rivals,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Choices Matter; Lore-Rich; Story Rich; Strategy RPG; Tactical RPG,,,6,0,16,True,401,0.6259351620947631,"100,000 .. 200,000",,,,False,,narrative/protagonist-heavy,4X; Adventure; Character Customization; Choices Matter; City Builder; Grand Strategy; Lore-Rich; RPG; Sandbox; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,38,12217,251,150,150000.0,,Adventure; RPG; Strategy; 4X; Character Customization; Choices Matter; City Builder; Grand Strategy; Lore-Rich; Sandbox; Singleplayer; Story Rich; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,Sorcerer King: Rivals,Sorcerer King: Rivals,1770135687.0,35340089.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Stardock Entertainment,Stardock Entertainment,0.0,,0.0,0.0,1999.0,1999.0,0.0,2.0,,genre; tag,True,False,False,False,0
405610,Flight of the Paladin,D_popular_control_candidate,popular/control pool only; not enough core signals,Story Rich,,,1,0,16,True,390,0.5128205128205128,"100,000 .. 200,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,29,12395,200,190,150000.0,,Action; Adventure; FPS; First-Person; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,Flight of the Paladin,Flight of the Paladin,1547591746.0,26388145.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Grizzly Wolf Games LLC,Grizzly Wolf Games LLC,0.0,,0.0,0.0,199.0,199.0,0.0,0.0,,genre; tag,True,False,False,False,0
447270,IKEA VR Experience,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Female Protagonist; JRPG; Story Rich; Survival Horror; Walking Simulator,,,6,0,16,True,375,0.696,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Female Protagonist; First-Person; FPS; Horror; JRPG; RPG; Sandbox; Simulation; Singleplayer; Stealth; Story Rich; Survival Horror; Walking Simulator; Zombies,35,12646,261,114,10000.0,,Action; Adventure; Choices Matter; FPS; Female Protagonist; First-Person; Horror; JRPG; RPG; Sandbox; Simulation; Singleplayer; Stealth; Story Rich; Survival Horror; Walking Simulator; Zombies,IKEA VR Experience,IKEA VR Experience,1469103352.0,26253459.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,IKEA Communications AB,IKEA Communications AB,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,,tag,True,False,False,False,0
313830,See No Evil,D_popular_control_candidate,popular/control pool only; not enough core signals,Story Rich,,,1,0,16,True,360,0.6583333333333333,"100,000 .. 200,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,29,12917,237,123,150000.0,,Adventure; Strategy; Action; FPS; First-Person; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Survival; Third Person; Zombies,See No Evil,See No Evil,1492977656.0,26388145.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Gabriel Priske,Noetic,0.0,,0.0,0.0,99.0,99.0,0.0,0.0,,genre; tag,True,False,False,False,0
1547860,EBOLA 3,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Investigation; Multiple Endings; Story Rich; Survival Horror; Walking Simulator,,,6,0,16,True,320,0.728125,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; First-Person; FPS; Horror; Investigation; Multiple Endings; Open World; RPG; Shooter; Singleplayer; Story Rich; Survival; Survival Horror; Walking Simulator; Zombies,36,13705,233,87,10000.0,,Action; Adventure; Choices Matter; FPS; First-Person; Horror; Investigation; Multiple Endings; Open World; RPG; Shooter; Singleplayer; Story Rich; Survival; Survival Horror; Walking Simulator; Zombies,EBOLA 3,EBOLA 3,1746096163.0,36253786.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,indie_games_studio,indie_games_studio,0.0,,0.0,0.0,1999.0,1999.0,0.0,0.0,,genre; tag,True,False,False,False,0
1836220,Frigore,D_popular_control_candidate,popular/control pool only; not enough core signals,Choose Your Own Adventure; Immersive Sim; Walking Simulator,,,3,0,16,True,287,0.6132404181184669,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choose Your Own Adventure; City Builder; First-Person; FPS; Horror; Immersive Sim; Open World; RPG; Sandbox; Shooter; Simulation; Stealth; Survival; Walking Simulator; Zombies,27,14454,176,111,35000.0,,Action; Adventure; Simulation; Choose Your Own Adventure; City Builder; FPS; First-Person; Horror; Immersive Sim; Open World; RPG; Sandbox; Shooter; Stealth; Survival; Walking Simulator; Zombies,Frigore,Frigore,1740708867.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Filios Christou,Filios Christou,0.0,,0.0,0.0,199.0,199.0,0.0,0.0,,genre; tag,True,False,False,False,0
364210,Sierra Ops - Space Strategy Visual Novel,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; Female Protagonist; Interactive Fiction; JRPG; Multiple Endings; Story Rich; Strategy RPG; Visual Novel,,,9,0,16,True,260,0.8269230769230769,"200,000 .. 500,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Choose Your Own Adventure; Female Protagonist; Interactive Fiction; JRPG; Multiple Endings; RPG; RTS; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Visual Novel,41,15086,215,45,350000.0,,Adventure; Strategy; Action; Choices Matter; Choose Your Own Adventure; Female Protagonist; Interactive Fiction; JRPG; Multiple Endings; RPG; RTS; Simulation; Singleplayer; Story Rich; Strategy RPG; Visual Novel,Sierra Ops - Space Strategy Visual Novel,Sierra Ops - Space Strategy Visual Novel,1726604979.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Innomen Team,Sekai Project,0.0,,0.0,0.0,1499.0,1499.0,0.0,3.0,,genre; tag,True,False,False,False,0
1610520,Serum: Toxic Survival,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Interactive Fiction; Lore-Rich; Mystery; Story Rich; Walking Simulator,,,6,0,16,True,253,0.5770750988142292,"50,000 .. 100,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Character Customization; First-Person; FPS; Horror; Interactive Fiction; Lore-Rich; Mystery; Open World; RPG; Simulation; Singleplayer; Story Rich; Survival; Walking Simulator; Zombies,36,15281,146,107,75000.0,,Action; Adventure; RPG; Action-Adventure; Character Customization; FPS; First-Person; Horror; Interactive Fiction; Lore-Rich; Mystery; Open World; Simulation; Singleplayer; Story Rich; Survival; Walking Simulator; Zombies,Serum: Toxic Survival,Serum: Toxic Survival,1746119588.0,36448311.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Game Island,Toplitz Productions,0.0,,0.0,0.0,2499.0,2499.0,0.0,1.0,,genre; tag,True,False,False,False,0
1429640,HINGE VR,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; Detective; Immersive Sim; Investigation; Lovecraftian; Multiple Endings; Mystery; Story Rich; Survival Horror,,,10,0,16,True,202,0.7029702970297029,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Investigation; Lovecraftian; Multiple Endings; Mystery; RPG; Singleplayer; Story Rich; Survival; Survival Horror,40,16924,142,60,10000.0,,Action; Adventure; RPG; Choices Matter; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Investigation; Lovecraftian; Multiple Endings; Mystery; Singleplayer; Story Rich; Survival; Survival Horror,HINGE VR,HINGE VR,1703193562.0,33078735.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Arcadia,Arcadia,0.0,,0.0,0.0,1999.0,1999.0,0.0,0.0,,genre; tag,True,False,False,False,0
2063530,Methods: The Canada Files,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Choices Matter; Choose Your Own Adventure; Detective; Dynamic Narration; Female Protagonist; Interactive Fiction; Investigation; Mystery; Story Rich; Visual Novel,,,11,0,16,True,196,0.9591836734693876,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; Detective; Dynamic Narration; Female Protagonist; Horror; Interactive Fiction; Investigation; Mystery; RPG; Singleplayer; Story Rich; Strategy; Visual Novel,46,17117,188,8,10000.0,,Adventure; RPG; Strategy; Character Customization; Choices Matter; Choose Your Own Adventure; Detective; Dynamic Narration; Female Protagonist; Horror; Interactive Fiction; Investigation; Mystery; Singleplayer; Story Rich; Visual Novel,Methods: The Canada Files,Methods: The Canada Files,1772766720.0,35942703.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,LockedOn Games,"Erabit, LockedOn Games",0.0,,0.0,0.0,1999.0,1999.0,0.0,3.0,,genre; tag,True,False,False,False,0
1414700,The Imagined Leviathan: Prologue,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; Detective; Interactive Fiction; Lovecraftian; Mystery; Story Rich; Visual Novel; Walking Simulator,,,9,0,16,True,160,0.7875,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; Detective; First-Person; Horror; Interactive Fiction; Lovecraftian; Mystery; Open World; Simulation; Singleplayer; Story Rich; Survival; Visual Novel; Walking Simulator,40,18684,126,34,35000.0,,Adventure; Simulation; Choices Matter; Choose Your Own Adventure; Detective; First-Person; Horror; Interactive Fiction; Lovecraftian; Mystery; Open World; Singleplayer; Story Rich; Survival; Visual Novel; Walking Simulator,The Imagined Leviathan: Prologue,The Imagined Leviathan: Prologue,1623880189.0,22736671.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,"Chard, de Fault, Richard Campbell",Far Few Giants,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
604510,Empires in Ruins,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Story Rich; Strategy RPG,,,3,0,16,True,143,0.7832167832167832,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; City Builder; Grand Strategy; Management; RPG; RTS; Sandbox; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Survival; Turn-Based Strategy,36,19636,112,31,35000.0,,RPG; Simulation; Strategy; Action; Adventure; Choices Matter; City Builder; Grand Strategy; Management; RTS; Sandbox; Singleplayer; Story Rich; Strategy RPG; Survival; Turn-Based Strategy,Empires in Ruins,Empires in Ruins,1763127725.0,36475788.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Hammer & Ravens,"Hammer & Ravens, WhisperGames",0.0,,0.0,0.0,1799.0,1799.0,0.0,1.0,,genre; tag,True,False,False,False,0
1032830,Eldervale,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Female Protagonist; Multiple Endings; Story Rich; Survival Horror,,,5,0,16,True,135,0.8888888888888888,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Action RPG; Adventure; Female Protagonist; First-Person; Horror; Multiple Endings; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Third Person; Third-Person Shooter,30,20148,120,15,10000.0,,Action; Adventure; Action RPG; Action-Adventure; Female Protagonist; First-Person; Horror; Multiple Endings; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Third Person; Third-Person Shooter,Eldervale,Eldervale,1738259886.0,36421358.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Solkitte,Solkitte,0.0,,0.0,0.0,449.0,1499.0,70.0,1.0,,genre; tag,True,False,False,False,0
2231900,Fateweaver: The Alchemist's Quandary,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; Detective; Immersive Sim; Interactive Fiction; Investigation; JRPG; Multiple Endings; Mystery; Story Rich; Visual Novel,,,11,0,16,True,96,0.9791666666666666,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Interactive Fiction; Investigation; JRPG; Multiple Endings; Mystery; RPG; Simulation; Story Rich; Survival; Visual Novel,42,23358,94,2,10000.0,,Adventure; RPG; Simulation; Choices Matter; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Interactive Fiction; Investigation; JRPG; Multiple Endings; Mystery; Story Rich; Survival; Visual Novel,Fateweaver: The Alchemist's Quandary,Fateweaver: The Alchemist's Quandary,1750085048.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Randumb Studios,Randumb Studios,0.0,,0.0,0.0,299.0,299.0,0.0,0.0,,genre; tag,True,False,False,False,0
485360,Disgraced,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Character Customization; Choices Matter; Choose Your Own Adventure; JRPG; Lore-Rich; Party-Based RPG; Tactical RPG,,,8,0,16,True,90,0.8444444444444444,"100,000 .. 200,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Action RPG; Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; JRPG; Lore-Rich; Management; Open World; Party-Based RPG; RPG; Simulation; Strategy; Survival; Tactical RPG,38,24051,76,14,150000.0,,Action; Adventure; RPG; Simulation; Strategy; Action RPG; Action-Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; JRPG; Lore-Rich; Management; Open World; Party-Based RPG; Survival; Tactical RPG,Disgraced,Disgraced,1779150309.0,36568501.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Corrosive Studios LLC,Corrosive Studios LLC,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
1379270,Wild Dose: First Session,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; CRPG; Dynamic Narration; Female Protagonist; Immersive Sim; Multiple Endings; Story Rich; Survival Horror; Walking Simulator,,,9,0,16,True,84,0.7976190476190477,"100,000 .. 200,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; CRPG; Dynamic Narration; Female Protagonist; First-Person; Horror; Immersive Sim; Multiple Endings; RPG; Simulation; Singleplayer; Story Rich; Survival Horror; Walking Simulator,36,24663,67,17,150000.0,,Adventure; RPG; Action; CRPG; Choices Matter; Dynamic Narration; Female Protagonist; First-Person; Horror; Immersive Sim; Multiple Endings; Simulation; Singleplayer; Story Rich; Survival Horror; Walking Simulator,First Session,Wild Dose: First Session,1769532954.0,35715735.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Lappi Soft,Lappi Soft,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
2329910,SCP Operations,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Character Customization; Female Protagonist; Lore-Rich; Party-Based RPG; Story Rich; Strategy RPG; Tactical RPG,,,8,0,16,True,69,0.7391304347826086,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Action RPG; Character Customization; Female Protagonist; Horror; Lore-Rich; Management; Party-Based RPG; RPG; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,36,26749,51,18,10000.0,,Action; RPG; Strategy; Action RPG; Action-Adventure; Character Customization; Female Protagonist; Horror; Lore-Rich; Management; Party-Based RPG; Singleplayer; Story Rich; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,SCP Operations,SCP Operations,1724530649.0,36253786.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,LUXO Interactive,LUK KUS SOFT,0.0,,0.0,0.0,499.0,499.0,0.0,1.0,,genre; tag,True,False,False,False,0
1013830,Agent Of Love - Josei Otome Visual Novel,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; Detective; Female Protagonist; Immersive Sim; Interactive Fiction; Investigation; Mystery; Story Rich; Visual Novel,,,10,0,16,True,38,0.631578947368421,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; Detective; Female Protagonist; First-Person; Immersive Sim; Interactive Fiction; Investigation; Mystery; Simulation; Singleplayer; Stealth; Story Rich; Survival; Visual Novel,41,34034,24,14,10000.0,,Adventure; Simulation; Choices Matter; Choose Your Own Adventure; Detective; Female Protagonist; First-Person; Immersive Sim; Interactive Fiction; Investigation; Mystery; Singleplayer; Stealth; Story Rich; Survival; Visual Novel,Agent Of Love - Josei Otome Visual Novel,Agent Of Love - Josei Otome Visual Novel,1612650198.0,22736671.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Delusional Inc,Delusional Inc,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
1308760,Mesmer,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Conversation; Female Protagonist; Multiple Endings; Political Sim; Strategy RPG,,,6,0,16,True,29,0.7241379310344828,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Conversation; Female Protagonist; Multiple Endings; Open World; Political Sim; RPG; Simulation; Singleplayer; Stealth; Strategy; Strategy RPG; Survival; Third Person,36,38117,21,8,35000.0,,Action; Adventure; RPG; Strategy; Choices Matter; Conversation; Female Protagonist; Multiple Endings; Open World; Political Sim; Simulation; Singleplayer; Stealth; Strategy RPG; Survival; Third Person,Mesmer,Mesmer,1703851535.0,35942703.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Rain Games,Rain Games,0.0,,0.0,0.0,1499.0,1499.0,0.0,0.0,,genre; tag,True,False,False,False,0
1291100,Night Spasm,D_popular_control_candidate,popular/control pool only; not enough core signals,Choose Your Own Adventure; Conversation; Interactive Fiction; Lore-Rich; Mystery; Political Sim; Story Rich; Strategy RPG,,,8,0,16,True,18,0.7777777777777778,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Choose Your Own Adventure; Colony Sim; Conversation; Interactive Fiction; Lore-Rich; Mystery; Open World; Political Sim; RPG; Singleplayer; Story Rich; Strategy; Strategy RPG; Survival,38,46057,14,4,10000.0,,Action; Adventure; RPG; Strategy; Action-Adventure; Choose Your Own Adventure; Colony Sim; Conversation; Interactive Fiction; Lore-Rich; Mystery; Open World; Political Sim; Singleplayer; Story Rich; Strategy RPG; Survival,Night Spasm,Night Spasm,1756230928.0,22736671.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Gideon Moes,Gideon Moes,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
1124210,Heroes of Shaola,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Choices Matter; CRPG; Interactive Fiction; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; Story Rich; Visual Novel,,,11,0,16,True,16,0.6875,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Action RPG; Adventure; Choices Matter; CRPG; Horror; Interactive Fiction; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; RPG; Singleplayer; Story Rich; Visual Novel,42,48058,11,5,10000.0,,Action; Adventure; RPG; Action RPG; Action-Adventure; CRPG; Choices Matter; Horror; Interactive Fiction; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; Singleplayer; Story Rich; Visual Novel,Heroes of Shaola,Heroes of Shaola,1753379468.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Smiling Dragon RPG Studios,"Smiling Dragon RPG Studios, Opium Pulses Entertainment",0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
3282930,AI Asylum,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Choose Your Own Adventure; Detective; Immersive Sim; Interactive Fiction; Investigation; Mystery; Story Rich; Visual Novel,,,9,0,16,True,15,0.4666666666666667,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Character Customization; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Interactive Fiction; Investigation; Mystery; RPG; Simulation; Singleplayer; Story Rich; Strategy; Visual Novel,38,48681,7,8,10000.0,,Action; Adventure; RPG; Simulation; Strategy; Character Customization; Choose Your Own Adventure; Detective; Horror; Immersive Sim; Interactive Fiction; Investigation; Mystery; Singleplayer; Story Rich; Visual Novel,AI Asylum,AI Asylum,1746014256.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,River Dynamics,Yahaha Games,0.0,,0.0,0.0,699.0,699.0,0.0,0.0,,genre; tag,True,False,False,False,0
2872270,Code Name Teacher,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Choices Matter; Detective; Immersive Sim; Investigation; Multiple Endings; Story Rich,,,7,0,16,True,9,0.7777777777777778,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action RPG; Choices Matter; Detective; First-Person; Immersive Sim; Investigation; Management; Multiple Endings; Open World; RPG; Simulation; Singleplayer; Stealth; Story Rich; Survival,37,57386,7,2,10000.0,,Action; RPG; Simulation; Action RPG; Choices Matter; Detective; First-Person; Immersive Sim; Investigation; Management; Multiple Endings; Open World; Singleplayer; Stealth; Story Rich; Survival,Code Name Teacher,Code Name Teacher,1733596781.0,35197189.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Jagger Game Studio,Jagger Game Studio,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
1373380,Building 847,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Conversation; Detective; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; Story Rich; Walking Simulator,,,10,0,16,True,8,0.75,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Conversation; Detective; First-Person; FPS; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; Shooter; Singleplayer; Story Rich; Walking Simulator,39,58023,6,2,10000.0,,Adventure; Action; Choices Matter; Conversation; Detective; FPS; First-Person; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; Shooter; Singleplayer; Story Rich; Walking Simulator,Building 847,Building 847,1726162579.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Luis G. Bento,Luis G. Bento,0.0,,0.0,0.0,499.0,499.0,0.0,0.0,,genre; tag,True,False,False,False,0
1706970,Haunted Shores,D_popular_control_candidate,popular/control pool only; not enough core signals,Female Protagonist; Interactive Fiction; Investigation; Mystery; Story Rich; Survival Horror,,,6,0,16,True,6,0.3333333333333333,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Female Protagonist; First-Person; FPS; Horror; Interactive Fiction; Investigation; Mystery; RPG; Sandbox; Stealth; Story Rich; Strategy; Survival; Survival Horror,33,61837,2,4,10000.0,,Action; Adventure; Action-Adventure; FPS; Female Protagonist; First-Person; Horror; Interactive Fiction; Investigation; Mystery; RPG; Sandbox; Stealth; Story Rich; Strategy; Survival; Survival Horror,Haunted Shores,Haunted Shores,1634853103.0,13853601.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Wildebeest Labs,Wildebeest Labs,0.0,,0.0,0.0,499.0,499.0,0.0,0.0,,genre; tag,True,False,False,False,0
1288020,Eternal Starshine,D_popular_control_candidate,popular/control pool only; not enough core signals,Conversation; CRPG; Female Protagonist; Story Rich; Survival Horror,,,5,0,16,True,1,0.0,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Conversation; CRPG; Female Protagonist; First-Person; FPS; Horror; RPG; Shooter; Singleplayer; Stealth; Story Rich; Survival Horror; Third Person; Third-Person Shooter; Zombies,31,80026,0,1,10000.0,,Action; Adventure; RPG; Action-Adventure; CRPG; Conversation; FPS; Female Protagonist; First-Person; Horror; Shooter; Singleplayer; Stealth; Story Rich; Survival Horror; Third Person; Third-Person Shooter; Zombies,,Eternal Starshine,,,,,Solrikk,Solrikk,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
917720,Gamedec - Definitive Edition,,,Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; CRPG; Detective; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; Story Rich; Visual Novel,,,13,0,16,True,0,,,,,,False,,narrative/protagonist-heavy,Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; CRPG; Detective; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; RPG; Singleplayer; Story Rich; Visual Novel,47,122864,0,0,,,Adventure; RPG; CRPG; Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; Detective; Investigation; Lore-Rich; Multiple Endings; Mystery; Narrative; Singleplayer; Story Rich; Visual Novel,Gamedec - Definitive Edition,,1779109067.0,35792264.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,,,,,,,,,,,,genre; tag,True,False,False,False,0
239140,Dying Light,A_core_strong,>=2 primary top-tag signals and reactions>=500,Action RPG; Story Rich; Survival Horror,,,3,0,15,True,457632,0.9520466226138032,"10,000,000 .. 20,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Action; Action RPG; Adventure; First-Person; FPS; Horror; Open World; RPG; Sandbox; Shooter; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Zombies,28,38,435687,21945,15000000.0,,Action; RPG; Action RPG; Adventure; FPS; First-Person; Horror; Open World; Sandbox; Shooter; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Zombies,Dying Light,Dying Light,1779191279.0,36172547.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Techland,Techland,0.0,,0.0,0.0,2499.0,2499.0,0.0,4953.0,,genre; tag,True,False,True,True,0
